# 46734 Magong 2025-07-25 12Z (Start time 7/25/2025 11:34:55 AM), 1-s data
# Height(gpm),P(hPa),T(C),U(%),WS(m/s),WD(deg)
9003,332.0,-19.0,42.0,4.9,156.4
9008,331.8,-19.1,42.0,4.9,157.5
9013,331.6,-19.1,42.1,4.9,158.5
9019,331.3,-19.1,42.3,4.9,159.4
9024,331.1,-19.2,42.5,4.8,160.2
9029,330.9,-19.3,42.7,4.8,161.0
9034,330.6,-19.3,42.8,4.8,161.7
9040,330.4,-19.4,42.9,4.8,162.6
9045,330.2,-19.4,43.0,4.8,163.5
9051,329.9,-19.5,42.9,4.8,164.4
9056,329.7,-19.5,42.4,4.7,165.2
9062,329.4,-19.6,41.4,4.7,166.1
9067,329.2,-19.6,39.9,4.7,166.8
9072,329.0,-19.6,38.2,4.7,167.5
9077,328.7,-19.6,37.0,4.6,168.2
9083,328.5,-19.6,36.4,4.6,168.8
9088,328.3,-19.6,36.0,4.6,169.4
9093,328.0,-19.6,35.7,4.6,169.9
9099,327.8,-19.7,35.3,4.6,170.3
9104,327.5,-19.7,34.8,4.5,170.8
9110,327.3,-19.8,34.6,4.5,171.1
9115,327.1,-19.8,34.8,4.5,171.5
9120,326.8,-19.9,35.0,4.5,171.8
9125,326.6,-19.9,35.1,4.5,172.0
9131,326.4,-20.0,34.9,4.5,172.2
9136,326.2,-20.0,34.7,4.5,172.4
9141,325.9,-20.0,34.6,4.5,172.6
9145,325.7,-20.1,34.5,4.5,172.8
9150,325.5,-20.1,34.5,4.5,172.9
9155,325.3,-20.1,34.6,4.5,173.0
9160,325.1,-20.2,34.8,4.5,173.1
9165,324.9,-20.2,35.0,4.5,173.2
9170,324.6,-20.3,35.1,4.5,173.3
9176,324.4,-20.3,35.3,4.5,173.4
9181,324.2,-20.4,35.5,4.5,173.5
9186,323.9,-20.4,35.6,4.5,173.6
9192,323.7,-20.5,35.7,4.4,173.8
9197,323.5,-20.5,35.9,4.4,173.9
9203,323.2,-20.6,36.0,4.4,174.0
9209,323.0,-20.6,36.1,4.4,174.1
9214,322.7,-20.7,36.2,4.4,174.2
9220,322.5,-20.7,36.3,4.4,174.3
9226,322.2,-20.8,36.4,4.4,174.4
9231,322.0,-20.8,36.6,4.4,174.5
9237,321.7,-20.9,36.7,4.4,174.6
9243,321.5,-21.0,36.8,4.4,174.7
9248,321.2,-21.0,37.0,4.4,174.8
9254,321.0,-21.1,37.2,4.3,174.9
9259,320.8,-21.1,37.3,4.3,175.0
9264,320.5,-21.2,37.4,4.3,175.2
9269,320.3,-21.2,37.6,4.3,175.4
9274,320.1,-21.3,37.7,4.3,175.6
9279,319.9,-21.3,37.7,4.3,175.8
9283,319.7,-21.3,37.7,4.3,176.0
9288,319.5,-21.4,37.9,4.3,176.2
9292,319.3,-21.4,38.2,4.3,176.5
9297,319.1,-21.5,38.6,4.3,176.8
9302,318.9,-21.5,38.8,4.3,177.1
9306,318.7,-21.6,38.9,4.3,177.5
9311,318.5,-21.6,38.9,4.4,177.9
9316,318.3,-21.7,39.0,4.4,178.3
9320,318.1,-21.7,39.1,4.4,178.7
9325,317.9,-21.8,39.1,4.4,179.1
9330,317.7,-21.8,39.0,4.4,179.5
9334,317.5,-21.8,39.1,4.4,180.0
9339,317.3,-21.9,39.4,4.4,180.4
9344,317.1,-21.9,39.7,4.4,180.8
9348,316.9,-22.0,39.8,4.4,181.2
9354,316.7,-22.0,39.8,4.4,181.6
9359,316.4,-22.0,40.1,4.4,181.9
9365,316.2,-22.1,40.4,4.3,182.2
9370,316.0,-22.2,40.6,4.3,182.5
9376,315.7,-22.2,40.7,4.3,182.7
9383,315.4,-22.3,40.8,4.3,182.9
9389,315.2,-22.4,40.9,4.3,183.1
9395,314.9,-22.4,41.0,4.3,183.2
9400,314.7,-22.5,41.0,4.3,183.3
9406,314.4,-22.5,41.2,4.3,183.4
9412,314.2,-22.6,41.4,4.3,183.4
9417,314.0,-22.6,41.6,4.3,183.4
9422,313.7,-22.7,41.7,4.3,183.4
9427,313.5,-22.7,41.9,4.3,183.3
9432,313.3,-22.8,42.2,4.3,183.2
9437,313.1,-22.8,42.5,4.3,183.2
9442,312.9,-22.9,42.7,4.2,183.1
9447,312.7,-22.9,42.9,4.2,183.0
9451,312.5,-23.0,43.0,4.2,182.9
9456,312.3,-23.0,43.3,4.2,182.9
9461,312.1,-23.0,43.7,4.2,182.8
9466,311.9,-23.1,43.9,4.2,182.8
9471,311.6,-23.1,44.1,4.2,182.8
9476,311.4,-23.2,44.2,4.2,182.7
9482,311.2,-23.2,44.3,4.1,182.8
9487,311.0,-23.3,44.5,4.1,182.8
9492,310.8,-23.3,44.7,4.1,182.8
9496,310.6,-23.4,44.8,4.0,182.9
9501,310.4,-23.4,44.9,4.0,183.0
9506,310.2,-23.5,45.1,4.0,183.1
9510,310.0,-23.5,45.5,3.9,183.2
9515,309.8,-23.6,45.9,3.9,183.3
9520,309.6,-23.6,46.4,3.8,183.4
9525,309.4,-23.7,47.0,3.8,183.5
9530,309.1,-23.7,47.6,3.7,183.6
9535,308.9,-23.7,47.9,3.7,183.8
9541,308.7,-23.8,47.9,3.6,183.9
9546,308.5,-23.9,48.1,3.6,184.1
9552,308.2,-23.9,48.5,3.5,184.3
9558,308.0,-24.0,48.9,3.5,184.5
9564,307.7,-24.0,49.2,3.4,184.7
9569,307.5,-24.1,49.3,3.4,184.9
9575,307.2,-24.1,49.4,3.3,185.1
9581,307.0,-24.2,49.4,3.3,185.4
9587,306.8,-24.2,49.5,3.2,185.7
9592,306.5,-24.3,49.9,3.2,186.0
9598,306.3,-24.4,50.3,3.1,186.3
9603,306.1,-24.4,50.6,3.1,186.6
9609,305.8,-24.5,50.8,3.1,187.0
9614,305.6,-24.5,50.8,3.0,187.3
9619,305.4,-24.6,50.8,3.0,187.6
9624,305.2,-24.6,50.9,3.0,188.0
9629,305.0,-24.7,51.1,2.9,188.3
9634,304.8,-24.7,51.4,2.9,188.6
9639,304.6,-24.7,51.8,2.9,188.9
9644,304.4,-24.8,52.5,2.9,189.2
9649,304.1,-24.8,53.5,2.8,189.3
9655,303.9,-24.9,54.5,2.8,189.5
9661,303.6,-25.0,54.9,2.8,189.5
9667,303.4,-25.0,54.7,2.8,189.5
9673,303.2,-25.1,54.5,2.8,189.3
9678,302.9,-25.1,54.5,2.7,189.0
9684,302.7,-25.2,54.6,2.7,188.7
9690,302.4,-25.2,54.8,2.7,188.1
9695,302.2,-25.3,54.8,2.7,187.5
9701,302.0,-25.3,54.8,2.7,186.8
9706,301.7,-25.4,54.8,2.7,185.9
9712,301.5,-25.4,54.9,2.7,184.9
9718,301.3,-25.5,55.2,2.7,183.7
9724,301.0,-25.5,55.6,2.7,182.5
9730,300.8,-25.6,56.0,2.7,181.1
9736,300.5,-25.6,56.4,2.7,179.7
9742,300.3,-25.7,56.8,2.7,178.2
9748,300.0,-25.7,57.3,2.7,176.6
9754,299.8,-25.8,57.9,2.7,175.0
9760,299.5,-25.8,58.5,2.7,173.4
9766,299.3,-25.8,59.0,2.7,171.8
9772,299.0,-25.9,59.8,2.7,170.2
9778,298.8,-25.9,61.1,2.7,168.6
9783,298.6,-26.0,62.6,2.7,167.0
9789,298.3,-26.0,63.5,2.7,165.4
9794,298.1,-26.0,63.0,2.7,163.9
9799,297.9,-26.1,62.1,2.7,162.4
9804,297.7,-26.1,61.4,2.7,161.0
9809,297.5,-26.1,61.0,2.7,159.7
9813,297.3,-26.2,60.6,2.7,158.4
9818,297.1,-26.2,60.1,2.8,157.2
9823,296.9,-26.2,59.4,2.8,156.1
9827,296.7,-26.2,58.5,2.8,155.0
9832,296.5,-26.2,57.4,2.8,154.0
9837,296.3,-26.2,56.2,2.8,153.1
9842,296.1,-26.2,55.4,2.8,152.2
9847,295.9,-26.2,55.0,2.8,151.4
9853,295.7,-26.2,55.1,2.8,150.7
9858,295.5,-26.2,55.5,2.8,150.0
9863,295.3,-26.3,56.0,2.8,149.4
9869,295.1,-26.3,56.3,2.8,148.8
9874,294.8,-26.4,56.3,2.8,148.3
9880,294.6,-26.4,56.5,2.8,147.8
9886,294.4,-26.5,57.0,2.8,147.3
9892,294.1,-26.5,57.5,2.8,146.9
9898,293.8,-26.6,58.0,2.9,146.5
9905,293.6,-26.7,58.4,2.9,146.2
9911,293.3,-26.7,58.6,2.9,145.8
9917,293.1,-26.8,58.8,3.0,145.4
9923,292.9,-26.8,58.8,3.0,145.0
9928,292.6,-26.9,58.8,3.0,144.6
9934,292.4,-26.9,58.8,3.0,144.1
9940,292.2,-27.0,59.0,3.1,143.7
9945,291.9,-27.0,59.6,3.1,143.2
9951,291.7,-27.1,60.4,3.1,142.6
9957,291.5,-27.2,60.9,3.2,142.0
9962,291.3,-27.2,60.9,3.2,141.4
9967,291.1,-27.2,60.8,3.2,140.7
9973,290.8,-27.3,60.9,3.2,140.0
9978,290.6,-27.3,61.5,3.2,139.2
9983,290.4,-27.4,62.1,3.2,138.5
9988,290.2,-27.4,62.6,3.2,137.6
9994,290.0,-27.5,62.8,3.2,136.8
9999,289.8,-27.5,63.1,3.2,135.9
10005,289.5,-27.6,63.4,3.2,135.1
10010,289.3,-27.6,63.7,3.2,134.2
10016,289.1,-27.7,64.0,3.2,133.3
10021,288.9,-27.7,64.3,3.2,132.4
10027,288.6,-27.8,64.6,3.2,131.5
10033,288.4,-27.8,64.8,3.2,130.6
10038,288.2,-27.9,65.0,3.1,129.7
10044,288.0,-27.9,65.2,3.1,128.9
10049,287.8,-28.0,65.4,3.1,128.1
10054,287.5,-28.0,65.7,3.1,127.4
10060,287.3,-28.1,66.2,3.1,126.7
10065,287.1,-28.1,66.8,3.1,126.2
10070,286.9,-28.1,67.8,3.0,125.7
10075,286.7,-28.1,69.1,3.0,125.4
10081,286.5,-28.2,70.0,3.0,125.2
10087,286.3,-28.2,70.3,3.0,125.0
10092,286.0,-28.2,69.7,3.0,125.0
10098,285.8,-28.2,68.5,3.0,125.0
10104,285.6,-28.2,66.8,3.1,125.2
10110,285.3,-28.2,65.4,3.1,125.5
10115,285.1,-28.2,64.5,3.1,125.8
10121,284.9,-28.2,64.1,3.1,126.3
10126,284.7,-28.3,64.3,3.2,126.8
10131,284.5,-28.3,64.6,3.2,127.4
10136,284.3,-28.4,64.8,3.3,128.0
10141,284.1,-28.4,65.0,3.3,128.8
10147,283.9,-28.4,65.0,3.4,129.5
10152,283.7,-28.5,64.7,3.4,130.3
10157,283.5,-28.5,64.4,3.5,131.1
10162,283.3,-28.5,64.4,3.6,131.9
10168,283.0,-28.6,64.8,3.7,132.7
10173,282.8,-28.6,65.5,3.7,133.5
10179,282.6,-28.6,65.9,3.8,134.2
10185,282.4,-28.6,66.1,3.9,134.9
10191,282.1,-28.7,66.4,4.0,135.6
10197,281.9,-28.8,66.8,4.1,136.3
10203,281.7,-28.8,67.1,4.3,136.9
10209,281.4,-28.9,66.9,4.4,137.5
10215,281.2,-28.9,66.7,4.5,138.1
10221,280.9,-28.9,66.4,4.6,138.7
10227,280.7,-29.0,65.8,4.7,139.2
10233,280.5,-28.9,65.2,4.8,139.7
10238,280.3,-29.0,65.1,4.9,140.2
10243,280.1,-29.0,65.5,5.1,140.7
10249,279.9,-29.0,66.2,5.2,141.2
10254,279.6,-29.1,67.0,5.3,141.6
10260,279.4,-29.1,67.6,5.4,142.1
10265,279.2,-29.2,68.0,5.6,142.6
10271,279.0,-29.2,68.3,5.7,143.1
10277,278.8,-29.3,68.6,5.8,143.5
10283,278.5,-29.4,68.8,5.9,144.0
10289,278.3,-29.4,69.1,6.1,144.4
10295,278.0,-29.5,69.4,6.2,144.9
10301,277.8,-29.5,69.6,6.3,145.3
10307,277.6,-29.6,69.8,6.4,145.8
10313,277.4,-29.6,70.4,6.6,146.2
10318,277.1,-29.7,71.2,6.7,146.7
10324,276.9,-29.7,72.1,6.8,147.1
10330,276.7,-29.8,72.7,7.0,147.5
10336,276.5,-29.8,73.4,7.1,147.9
10342,276.2,-29.9,75.0,7.2,148.2
10348,276.0,-29.9,77.4,7.4,148.5
10355,275.7,-30.0,79.5,7.5,148.7
10361,275.5,-30.0,80.6,7.6,148.9
10368,275.2,-30.0,80.6,7.8,149.1
10374,275.0,-30.1,80.1,7.9,149.2
10380,274.7,-30.1,79.6,8.0,149.3
10386,274.5,-30.1,79.4,8.1,149.3
10392,274.3,-30.2,79.7,8.2,149.2
10398,274.1,-30.2,80.3,8.3,149.1
10403,273.9,-30.2,80.8,8.4,149.0
10409,273.6,-30.3,81.0,8.5,148.7
10414,273.4,-30.3,80.8,8.6,148.4
10420,273.2,-30.3,80.5,8.7,148.1
10426,273.0,-30.4,80.3,8.7,147.7
10432,272.8,-30.3,79.9,8.8,147.3
10438,272.5,-30.3,79.6,8.8,146.8
10444,272.3,-30.3,79.3,8.9,146.3
10450,272.1,-30.4,79.4,8.9,145.7
10456,271.8,-30.4,79.3,9.0,145.1
10462,271.6,-30.4,78.9,9.0,144.5
10469,271.3,-30.4,78.5,9.0,143.9
10475,271.1,-30.5,78.4,9.0,143.3
10482,270.9,-30.5,78.7,9.0,142.6
10488,270.6,-30.6,78.9,9.0,142.0
10494,270.4,-30.6,79.0,9.0,141.4
10500,270.1,-30.7,79.0,9.0,140.8
10506,269.9,-30.8,79.1,9.0,140.2
10512,269.7,-30.8,79.3,9.0,139.7
10518,269.5,-30.9,79.4,9.0,139.2
10524,269.2,-30.9,79.5,9.0,138.8
10530,269.0,-30.9,79.4,8.9,138.4
10536,268.8,-31.0,79.4,8.9,138.1
10542,268.6,-31.0,79.5,8.9,137.9
10548,268.3,-31.0,79.7,8.9,137.7
10554,268.1,-31.1,79.8,8.9,137.5
10560,267.9,-31.1,79.9,8.8,137.4
10566,267.7,-31.1,79.8,8.8,137.4
10572,267.4,-31.2,79.4,8.8,137.4
10578,267.2,-31.2,78.8,8.8,137.5
10584,267.0,-31.2,78.6,8.8,137.6
10590,266.7,-31.2,78.9,8.7,137.7
10597,266.5,-31.2,79.5,8.7,137.9
10603,266.3,-31.3,80.2,8.7,138.0
10609,266.0,-31.3,80.6,8.7,138.2
10615,265.8,-31.4,80.8,8.7,138.4
10621,265.6,-31.5,81.2,8.7,138.6
10627,265.4,-31.5,81.6,8.6,138.8
10633,265.1,-31.6,82.0,8.6,139.0
10638,264.9,-31.6,82.1,8.6,139.1
10644,264.7,-31.7,81.9,8.6,139.2
10649,264.5,-31.7,81.8,8.6,139.3
10655,264.3,-31.8,81.8,8.6,139.3
10660,264.1,-31.8,81.9,8.6,139.4
10665,263.9,-31.8,82.2,8.7,139.4
10671,263.7,-31.9,82.6,8.7,139.3
10676,263.5,-31.9,83.3,8.7,139.3
10682,263.3,-32.0,83.7,8.7,139.2
10688,263.1,-32.0,83.8,8.8,139.1
10693,262.9,-32.1,83.8,8.8,138.9
10699,262.7,-32.2,83.7,8.9,138.8
10705,262.4,-32.2,83.7,8.9,138.6
10711,262.2,-32.2,83.6,8.9,138.5
10716,262.0,-32.3,83.6,9.0,138.3
10722,261.8,-32.3,83.5,9.1,138.2
10728,261.6,-32.4,83.1,9.1,138.1
10733,261.4,-32.5,82.6,9.2,138.0
10739,261.2,-32.5,82.2,9.3,137.9
10745,261.0,-32.6,82.1,9.3,137.9
10751,260.7,-32.6,82.1,9.4,137.9
10757,260.5,-32.7,82.2,9.5,137.9
10763,260.3,-32.7,82.3,9.5,137.9
10768,260.1,-32.7,82.2,9.6,138.0
10774,259.9,-32.8,82.4,9.7,138.2
10780,259.7,-32.8,82.3,9.8,138.4
10785,259.5,-32.9,81.2,9.8,138.6
10791,259.3,-32.9,79.6,9.9,138.9
10796,259.1,-32.9,78.1,10.0,139.2
10802,258.9,-33.0,77.6,10.1,139.5
10807,258.7,-33.0,78.1,10.1,139.9
10812,258.5,-33.1,78.9,10.2,140.2
10818,258.3,-33.1,79.6,10.3,140.7
10823,258.1,-33.1,80.1,10.4,141.1
10829,257.9,-33.2,80.2,10.4,141.6
10835,257.6,-33.3,79.7,10.5,142.0
10841,257.4,-33.3,79.3,10.6,142.5
10847,257.2,-33.3,79.7,10.7,143.0
10854,256.9,-33.4,80.6,10.7,143.5
10861,256.7,-33.5,81.2,10.8,144.0
10868,256.4,-33.5,81.3,10.9,144.5
10875,256.2,-33.6,80.9,10.9,144.9
10882,255.9,-33.6,80.4,11.0,145.4
10889,255.7,-33.7,79.8,11.1,145.8
10895,255.4,-33.7,79.2,11.1,146.3
10901,255.2,-33.7,78.9,11.2,146.7
10908,255.0,-33.7,78.8,11.3,147.1
10914,254.8,-33.8,79.3,11.3,147.4
10920,254.6,-33.8,80.1,11.4,147.8
10926,254.3,-33.9,80.8,11.4,148.1
10932,254.1,-33.9,81.4,11.4,148.3
10938,253.9,-34.0,81.4,11.5,148.6
10944,253.7,-34.0,80.5,11.5,148.8
10949,253.5,-34.1,79.0,11.5,149.0
10955,253.3,-34.1,77.2,11.5,149.2
10961,253.1,-34.1,75.9,11.5,149.3
10967,252.9,-34.2,75.4,11.5,149.4
10972,252.6,-34.2,75.4,11.5,149.5
10979,252.4,-34.3,75.5,11.5,149.5
10985,252.2,-34.3,75.5,11.5,149.5
10991,252.0,-34.4,75.3,11.5,149.6
10998,251.7,-34.4,75.1,11.5,149.6
11004,251.5,-34.4,75.3,11.5,149.5
11011,251.3,-34.5,76.0,11.5,149.5
11017,251.0,-34.5,76.7,11.5,149.5
11023,250.8,-34.6,76.9,11.5,149.5
11029,250.6,-34.6,76.9,11.4,149.5
11035,250.4,-34.7,77.2,11.4,149.4
11041,250.2,-34.7,78.1,11.4,149.4
11047,250.0,-34.8,78.9,11.4,149.4
11052,249.8,-34.8,79.4,11.4,149.4
11058,249.6,-34.8,79.8,11.3,149.4
11064,249.4,-34.9,80.4,11.3,149.5
11069,249.2,-34.9,81.1,11.3,149.5
11075,249.0,-35.0,81.7,11.2,149.6
11081,248.8,-35.0,81.9,11.2,149.7
11086,248.6,-35.1,81.8,11.1,149.8
11092,248.3,-35.1,81.4,11.1,149.9
11098,248.1,-35.1,80.6,11.1,150.0
11103,248.0,-35.1,79.9,11.0,150.2
11109,247.8,-35.2,79.7,11.0,150.4
11114,247.6,-35.2,80.3,10.9,150.6
11120,247.4,-35.3,81.3,10.9,150.8
11126,247.2,-35.3,82.2,10.8,151.0
11131,247.0,-35.4,82.8,10.8,151.2
11137,246.7,-35.4,83.2,10.7,151.5
11143,246.5,-35.5,83.3,10.7,151.7
11149,246.3,-35.5,83.1,10.7,152.0
11155,246.1,-35.6,82.3,10.6,152.3
11160,245.9,-35.6,81.3,10.6,152.5
11166,245.7,-35.7,80.5,10.6,152.8
11172,245.5,-35.7,80.1,10.5,153.1
11178,245.3,-35.8,79.9,10.5,153.3
11183,245.1,-35.8,79.7,10.5,153.6
11189,244.9,-35.9,79.6,10.5,153.8
11194,244.7,-35.9,79.6,10.5,154.1
11199,244.5,-36.0,79.9,10.5,154.4
11205,244.4,-36.0,80.3,10.5,154.6
11210,244.2,-36.0,80.8,10.5,154.9
11215,244.0,-36.1,81.1,10.5,155.2
11220,243.8,-36.1,81.3,10.6,155.5
11226,243.6,-36.2,81.7,10.6,155.7
11231,243.4,-36.2,82.2,10.6,156.0
11236,243.3,-36.3,83.2,10.7,156.3
11242,243.1,-36.3,84.4,10.7,156.6
11247,242.9,-36.4,85.5,10.8,156.8
11252,242.7,-36.4,86.3,10.8,157.1
11258,242.5,-36.4,86.7,10.9,157.4
11263,242.3,-36.5,87.1,10.9,157.6
11269,242.1,-36.5,87.3,11.0,157.9
11275,241.9,-36.6,86.9,11.0,158.1
11281,241.7,-36.6,86.1,11.1,158.3
11287,241.5,-36.7,85.4,11.2,158.5
11292,241.3,-36.7,85.1,11.2,158.7
11298,241.1,-36.8,84.5,11.3,158.8
11304,240.9,-36.8,83.3,11.4,158.9
11309,240.7,-36.8,81.4,11.4,159.0
11315,240.5,-36.8,79.2,11.5,159.1
11320,240.3,-36.9,77.4,11.6,159.2
11326,240.1,-36.9,76.1,11.6,159.2
11331,239.9,-36.9,75.6,11.7,159.2
11337,239.7,-36.9,75.5,11.8,159.1
11343,239.5,-37.0,75.6,11.8,159.1
11348,239.3,-37.0,75.9,11.9,159.0
11354,239.2,-37.1,76.5,11.9,158.9
11360,239.0,-37.1,77.1,12.0,158.8
11365,238.8,-37.2,77.8,12.0,158.6
11371,238.6,-37.2,78.5,12.1,158.5
11376,238.4,-37.3,79.0,12.1,158.3
11381,238.2,-37.3,79.0,12.1,158.2
11387,238.0,-37.3,78.5,12.2,158.0
11392,237.8,-37.4,77.0,12.2,157.9
11397,237.7,-37.4,74.2,12.2,157.8
11402,237.5,-37.4,69.9,12.2,157.7
11408,237.3,-37.4,64.8,12.2,157.6
11413,237.1,-37.4,60.2,12.2,157.5
11418,237.0,-37.5,57.9,12.2,157.5
11422,236.8,-37.5,58.0,12.2,157.4
11427,236.6,-37.5,59.6,12.2,157.4
11431,236.5,-37.5,61.7,12.2,157.5
11436,236.3,-37.5,63.6,12.2,157.5
11440,236.2,-37.6,65.2,12.2,157.6
11445,236.0,-37.6,66.2,12.2,157.7
11450,235.9,-37.6,66.9,12.2,157.9
11455,235.7,-37.7,67.3,12.1,158.0
11460,235.5,-37.7,67.4,12.1,158.2
11465,235.3,-37.7,67.4,12.1,158.4
11471,235.1,-37.8,67.6,12.1,158.6
11477,234.9,-37.8,68.0,12.1,158.8
11483,234.7,-37.9,68.5,12.0,159.0
11489,234.5,-38.0,68.9,12.0,159.2
11495,234.3,-38.0,68.9,12.0,159.5
11501,234.1,-38.1,68.6,12.0,159.7
11507,233.9,-38.1,68.3,12.0,159.9
11513,233.7,-38.2,68.1,12.0,160.1
11520,233.5,-38.2,68.0,12.0,160.3
11526,233.3,-38.3,68.0,12.1,160.4
11532,233.0,-38.3,67.9,12.1,160.6
11539,232.8,-38.4,67.8,12.1,160.7
11545,232.6,-38.5,67.6,12.1,160.9
11551,232.4,-38.5,66.9,12.1,161.0
11557,232.2,-38.6,65.9,12.2,161.0
11563,232.0,-38.6,64.6,12.2,161.1
11569,231.8,-38.7,63.4,12.2,161.2
11575,231.6,-38.7,62.5,12.3,161.3
11581,231.4,-38.8,62.1,12.3,161.3
11586,231.2,-38.8,62.2,12.3,161.4
11592,231.0,-38.9,62.6,12.4,161.5
11597,230.8,-38.9,63.0,12.4,161.5
11603,230.7,-39.0,63.3,12.4,161.6
11608,230.5,-39.0,63.5,12.4,161.7
11613,230.3,-39.0,63.9,12.5,161.7
11619,230.1,-39.1,64.5,12.5,161.8
11624,230.0,-39.1,65.0,12.5,161.9
11630,229.8,-39.2,65.5,12.5,162.1
11635,229.6,-39.2,65.7,12.6,162.2
11641,229.4,-39.3,65.9,12.6,162.4
11646,229.2,-39.3,66.1,12.6,162.6
11652,229.0,-39.4,66.4,12.6,162.8
11657,228.8,-39.4,66.8,12.6,163.0
11663,228.6,-39.5,67.0,12.6,163.2
11668,228.5,-39.6,67.0,12.6,163.5
11674,228.3,-39.6,66.8,12.6,163.7
11680,228.1,-39.6,66.9,12.7,164.0
11686,227.9,-39.7,67.5,12.7,164.3
11692,227.7,-39.7,68.3,12.7,164.6
11698,227.5,-39.8,69.1,12.7,164.9
11704,227.3,-39.9,69.4,12.7,165.2
11711,227.1,-39.9,69.5,12.8,165.5
11717,226.8,-40.0,69.3,12.8,165.8
11723,226.6,-40.0,69.1,12.8,166.1
11730,226.4,-40.1,69.3,12.9,166.4
11736,226.2,-40.1,69.6,12.9,166.7
11742,226.0,-40.2,69.8,13.0,166.9
11747,225.8,-40.2,69.7,13.0,167.2
11753,225.6,-40.2,69.6,13.1,167.4
11759,225.5,-40.2,69.6,13.1,167.6
11764,225.3,-40.3,69.4,13.2,167.8
11769,225.1,-40.3,68.8,13.3,167.9
11775,224.9,-40.3,68.0,13.3,168.1
11780,224.8,-40.3,67.6,13.4,168.2
11786,224.6,-40.4,68.3,13.5,168.3
